m_dot_h,m_dot_c,T_c_i,T_h_i,T_c_o,T_h_o,q_c,q_h,epsilon,lmtd,U_measured,delta_U_measured
0.03295761650517434,0.016320277111644018,13.3,52.0,36.7,40.3,1597.0827338129498,1611.8251928020568,0.6102326175152604,14.77953385409221,1477.452055748398,21.591466185212123
0.03295761650517434,0.016986410871302957,13.4,40.2,36.2,51.6,1619.6474820143887,-1570.4963417045676,-0.8249288301812794,20.576340477556816,-1034.010586692072,15.978143126390354
