Q_m [l/s],V_m [m/s],T [C],v [m^2/s],Re,H_v1,H_v2,Q_V,Q_MV,delta_Q_V
1.1253,2.487459131407081,25.5,8.956e-07,66658.12768397716,6.2143798828125,5.4673828125,0.7144940865199743,57.607833582957255,5.878812660679434e-05
1.0615623046875,2.3465678915422266,25.5,8.956e-07,62882.56967062688,5.5196044921875,4.8656982421875,0.6682205354344598,59.08441412777179,5.591867637114397e-05
0.90551484375,2.0016272698041355,25.5,8.956e-07,53638.96212070037,3.9779296875,3.5124755859375,0.5641416376915941,60.55065858129897,4.853326325389671e-05
0.742873828125,1.6421116922179557,25.5,8.956e-07,44004.77960387553,2.5316162109375,2.1774169921875,0.49209353789709953,51.02175566044282,4.0014626048424764e-05
0.6000134765625,1.3263209821760413,25.5,8.956e-07,35542.32198774563,1.466748046875,1.2533203125,0.3819273977805723,57.24231460394789,3.223143004657749e-05
0.45495527343750003,1.0056719535180971,25.5,8.956e-07,26949.672715982953,0.6425537109375,0.50859375,0.30263900121656434,50.39410322768853,2.504826248049987e-05
0.303303515625,0.6704479690120648,25.5,8.956e-07,17966.448477321966,0.0022705078125,-0.049951171875,0.18870984950800956,61.04747148021605,1.570961841912341e-05
0.1582453125,0.3497989403541208,25.5,8.956e-07,9373.799205559288,-0.3700927734375,-0.3837158203125,0.09541426676221094,68.63181920759601,9.611776403585054e-06
