Q_m [l/s],V_m [m/s],T [C],v [m^2/s],Re,H_o1,H_o2,Q_O,Q_MO,delta_Q_O
1.120904296875,2.4777424941750223,25.5,8.956e-07,66397.74437271163,6.54814453125,4.25947265625,3.4773564768352485,-67.7652547399797,0.000289050589209647
1.05496875,2.3319929356941382,25.5,8.956e-07,62491.994703728575,5.9146728515625,3.8439697265625,3.307626602150961,-68.10461695865142,0.0002749420212181873
0.9077126953124999,2.0064855884201647,25.5,8.956e-07,53769.15377633314,4.2163330078125,2.656494140625,2.8707745434157594,-68.38103547244114,0.00023862928025647316
0.751665234375,1.6615449666820734,25.5,8.956e-07,44525.54622640661,2.7041748046875,1.64384765625,2.3668915321678043,-68.24189952117909,0.00019674468134802103
0.6000134765625,1.3263209821760413,25.5,8.956e-07,35542.32198774563,1.55302734375,0.8650634765625,1.9065103533538177,-68.52880992797832,0.0001584761138647341
0.45055957031249994,0.9959553162860383,25.5,8.956e-07,26689.289404717412,0.731103515625,0.3156005859375,1.4816212524106684,-69.58872828644216,0.00012315777771067138
0.3011056640625,0.6655896503960352,25.5,8.956e-07,17836.256821689203,0.0295166015625,-0.1339599609375,0.9292342946004947,-67.5968714673811,7.724135335487184e-05
0.1582453125,0.3497989403541208,25.5,8.956e-07,9373.799205559288,-0.3451171875,-0.4064208984375,0.5685429160628472,-72.11795618648605,4.7259366698147964e-05
